account_id,signup_date,quarter,quarter_start,quarter_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_qend,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_quarter,account_churn_event_in_quarter,account_churn_event_count_in_next_quarter,account_churn_event_in_next_quarter,account_churn_event_in_second_next_quarter,subscription_ends_in_quarter,subscription_end_in_quarter,subscription_ends_in_next_quarter,subscription_end_in_next_quarter,churn_label_q1_rolling,churn_label_q2_rolling,active_sub_at_qend,days_to_contract_end_asof_qend,satisfaction_missing_flag,usage_count_qoq_delta,usage_hours_qoq_delta,active_days_qoq_delta,errors_qoq_delta,features_used_qoq_delta,tickets_opened_qoq_delta,escalations_qoq_delta,seats_qoq_delta,mrr_amount_qoq_delta,arr_amount_qoq_delta,usage_count_roll4_mean,usage_count_vs_roll4_mean,usage_count_roll4_change,usage_hours_roll4_mean,usage_hours_vs_roll4_mean,usage_hours_roll4_change,tickets_opened_roll4_mean,tickets_opened_vs_roll4_mean,tickets_opened_roll4_change,errors_roll4_mean,errors_vs_roll4_mean,errors_roll4_change,features_used_roll4_mean,features_used_vs_roll4_mean,features_used_roll4_change,mrr_amount_roll4_mean,mrr_amount_vs_roll4_mean,mrr_amount_roll4_change,seats_roll4_mean,seats_vs_roll4_mean,seats_roll4_change,usage_drop_flag,tickets_spike_flag,downsell_flag,label_available_q1,label_available_q2
A-7df7a7,2023-01-28,2024Q4,2024-10-01,2024-12-31,11.0,147.0,11.483888888888888,10.0,12.0,0.0,0.0,,S-8486d2,Enterprise,30.0,5970.0,71640.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,42.0,2.400833333333333,-1.0,-3.0,0.0,0.0,0.0,23.0,4577.0,54924.0,106.75,40.25,78.0,8.38347222222222,3.1004166666666677,5.455277777777777,0.25,-0.25,-1.0,8.0,2.0,7.0,10.0,2.0,6.0,2274.75,3695.25,5627.0,12.75,17.25,23.0,0,0,0,False,False
A-7e0a10,2023-11-18,2024Q4,2024-10-01,2024-12-31,7.0,80.0,5.545555555555556,1.0,6.0,1.0,0.0,,S-f030d4,Enterprise,70.0,13930.0,167160.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,1,22.0,0.12666666666666693,1.0,-5.0,0.0,0.0,0.0,24.0,13056.0,156672.0,61.0,19.0,13.0,5.418958333333333,0.12659722222222225,-0.03944444444444439,0.75,0.25,0.0,4.75,-3.75,-8.0,5.5,0.5,0.0,6208.0,7722.0,4776.0,52.0,18.0,24.0,0,0,0,False,False
A-7f29a7,2024-09-18,2024Q4,2024-10-01,2024-12-31,4.0,49.0,2.501388888888889,4.0,4.0,0.0,0.0,,S-fcbd92,Pro,41.0,2009.0,24108.0,monthly,,1.0,True,0.0,,,3.0,True,0.0,False,,,True,,0,-25.0,-3.209722222222222,-5.0,-2.0,-3.0,-1.0,0.0,0.0,1230.0,14760.0,61.5,-12.5,,4.10625,-1.604861111111111,,0.5,-0.5,,5.0,-1.0,,5.5,-1.5,,1394.0,615.0,,41.0,0.0,,1,0,0,False,False
A-7f4db3,2023-03-05,2024Q4,2024-10-01,2024-12-31,16.0,151.0,10.695277777777777,4.0,13.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,2.0,True,0.0,False,,,False,,0,34.0,-0.009444444444444144,5.0,0.0,2.0,-1.0,0.0,-4.0,0.0,0.0,99.25,51.75,87.0,7.948958333333334,2.7463194444444436,6.03361111111111,0.75,-0.75,0.0,3.75,0.25,-1.0,9.5,3.5,6.0,2434.75,-2434.75,-784.0,16.25,-16.25,-16.0,0,0,1,False,False
A-7f6b86,2023-08-24,2024Q4,2024-10-01,2024-12-31,4.0,33.0,1.611388888888889,3.0,4.0,2.0,0.0,4.0,S-5ddf8d,Basic,45.0,855.0,10260.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-59.0,-6.889166666666666,-4.0,-1.0,-3.0,0.0,0.0,-14.0,-10886.0,-130632.0,53.5,-20.5,-38.0,5.2115277777777775,-3.6001388888888886,-6.917777777777777,1.0,1.0,2.0,2.0,1.0,2.0,5.0,-1.0,-3.0,3362.75,-2507.75,855.0,37.25,7.75,45.0,1,0,1,False,False
A-7f8241,2023-03-14,2024Q4,2024-10-01,2024-12-31,12.0,118.0,13.177777777777777,0.0,9.0,0.0,0.0,,S-b2cfac,Enterprise,34.0,6766.0,81192.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,27.0,7.757499999999999,2.0,-13.0,0.0,0.0,0.0,0.0,5100.0,61200.0,99.5,18.5,-15.0,8.408402777777777,4.769375,3.2255555555555553,0.25,-0.25,0.0,6.5,-6.5,-10.0,9.25,-0.25,-3.0,4184.0,2582.0,5626.0,41.0,-7.0,-26.0,0,0,0,False,False
A-80eeb6,2023-05-09,2024Q4,2024-10-01,2024-12-31,13.0,135.0,11.303055555555556,4.0,12.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,2.0,True,0.0,False,,,False,,0,75.0,3.875277777777778,7.0,2.0,7.0,0.0,0.0,-25.0,-1225.0,-14700.0,87.25,47.75,75.0,7.067777777777779,4.235277777777777,6.075277777777778,0.0,0.0,0.0,4.75,-0.75,0.0,7.5,4.5,7.0,5828.5,-5828.5,-4378.0,34.0,-34.0,-22.0,0,0,1,False,False
A-812c5b,2024-02-25,2024Q4,2024-10-01,2024-12-31,7.0,72.0,3.773888888888889,2.0,7.0,0.0,0.0,,S-542c37,Pro,55.0,2695.0,32340.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-29.0,-7.383055555555556,-3.0,-5.0,-1.0,-1.0,0.0,0.0,1650.0,19800.0,96.5,-24.5,-10.0,8.228541666666667,-4.454652777777778,-2.9433333333333334,0.25,-0.25,0.0,6.0,-4.0,-5.0,9.0,-2.0,-1.0,935.0,1760.0,2695.0,41.25,13.75,55.0,1,0,0,False,False
A-8145a0,2023-04-25,2024Q4,2024-10-01,2024-12-31,7.0,79.0,4.998055555555555,1.0,6.0,1.0,0.0,4.0,S-d7c21d,Basic,15.0,285.0,3420.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-31.0,-1.9736111111111114,-2.0,-3.0,-4.0,1.0,0.0,3.0,57.0,684.0,90.0,-11.0,-5.0,5.979861111111111,-0.9818055555555558,-0.37555555555555564,0.5,0.5,0.0,2.0,-1.0,1.0,8.25,-2.25,-3.0,227.75,57.25,-113.0,16.5,-1.5,13.0,1,1,0,False,False
A-81edc3,2023-10-30,2024Q4,2024-10-01,2024-12-31,12.0,161.0,16.728055555555557,12.0,11.0,0.0,0.0,,S-a3300f,Enterprise,5.0,995.0,11940.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,86.0,8.846944444444446,6.0,8.0,6.0,0.0,0.0,-39.0,-7761.0,-93132.0,105.25,55.75,79.0,10.148958333333333,6.579097222222224,11.386944444444445,0.25,-0.25,0.0,4.25,7.75,12.0,8.25,2.75,3.0,2940.0,-1945.0,995.0,24.25,-19.25,-2.0,0,0,1,False,False
A-82861f,2024-04-25,2024Q4,2024-10-01,2024-12-31,5.0,45.0,2.919722222222222,7.0,5.0,1.0,0.0,3.0,S-c51ab8,Enterprise,41.0,8159.0,97908.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,-22.0,-3.5083333333333337,-3.0,-2.0,-3.0,-1.0,0.0,0.0,7380.0,88560.0,53.666666666666664,-8.666666666666664,,4.526388888888889,-1.6066666666666665,,1.0,0.0,,5.333333333333333,1.666666666666667,,6.0,-1.0,,5699.0,2460.0,,41.0,0.0,,1,0,0,False,False
A-82d8a6,2024-11-28,2024Q4,2024-10-01,2024-12-31,10.0,113.0,13.214444444444444,2.0,9.0,2.0,0.0,3.0,,none,0.0,0.0,0.0,none,,1.0,True,0.0,,,4.0,True,0.0,False,,,False,,0,,,,,,,,,,,113.0,0.0,,13.214444444444444,0.0,,2.0,0.0,,2.0,0.0,,9.0,0.0,,0.0,0.0,,0.0,0.0,,0,0,0,False,False
A-832ec2,2023-11-19,2024Q4,2024-10-01,2024-12-31,7.0,86.0,6.618611111111111,4.0,8.0,0.0,0.0,,S-460deb,Enterprise,22.0,4378.0,52536.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,7.0,1.0411111111111113,0.0,-3.0,1.0,-1.0,0.0,16.0,4378.0,52536.0,81.25,4.75,-22.0,6.655347222222222,-0.03673611111111086,-2.637777777777778,0.75,-0.75,-1.0,4.75,-0.75,-1.0,7.5,0.5,-1.0,1175.25,3202.75,4283.0,11.25,10.75,17.0,0,0,0,False,False
A-84ebe4,2023-03-12,2024Q4,2024-10-01,2024-12-31,8.0,79.0,7.097222222222222,2.0,6.0,2.0,0.0,4.0,S-6bb2c5,Enterprise,36.0,7164.0,85968.0,monthly,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,23.0,0.35277777777777786,2.0,-3.0,2.0,2.0,0.0,-9.0,-1791.0,-21492.0,60.25,18.75,13.0,5.784513888888889,1.3127083333333331,1.6944444444444446,0.5,1.5,2.0,3.25,-1.25,-1.0,5.25,0.75,0.0,4446.25,2717.75,5498.0,49.25,-13.25,2.0,0,1,1,False,False
A-854864,2024-12-07,2024Q4,2024-10-01,2024-12-31,3.0,31.0,1.15,1.0,3.0,0.0,0.0,,S-676254,Pro,20.0,980.0,11760.0,annual,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,31.0,0.0,,1.15,0.0,,0.0,0.0,,1.0,0.0,,3.0,0.0,,980.0,0.0,,20.0,0.0,,0,0,0,False,False
A-855a48,2023-12-22,2024Q4,2024-10-01,2024-12-31,1.0,12.0,0.8433333333333334,0.0,1.0,0.0,0.0,,S-c1316c,Enterprise,60.0,11940.0,143280.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-58.0,-7.4094444444444445,-6.0,0.0,-5.0,-1.0,0.0,0.0,0.0,0.0,37.75,-25.75,-25.0,2.9456944444444444,-2.102361111111111,-0.45277777777777783,0.5,-0.5,0.0,0.75,-0.75,-3.0,3.25,-2.25,-2.0,6733.0,5207.0,9154.0,37.0,23.0,46.0,1,0,0,False,False
A-856b1e,2023-10-31,2024Q4,2024-10-01,2024-12-31,5.0,50.0,1.0544444444444445,4.0,4.0,0.0,0.0,,S-7f5316,Basic,19.0,0.0,0.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,10.0,-2.6219444444444444,1.0,0.0,0.0,-1.0,0.0,-17.0,-1764.0,-21168.0,38.5,11.5,34.0,2.6356944444444443,-1.5812499999999998,0.6766666666666667,0.75,-0.75,-2.0,3.25,0.75,4.0,3.5,0.5,2.0,1323.0,-1323.0,-1764.0,31.75,-12.75,-17.0,0,0,1,False,False
A-86902e,2023-05-02,2024Q4,2024-10-01,2024-12-31,10.0,97.0,6.179166666666666,9.0,10.0,0.0,0.0,,S-b83d8d,Enterprise,34.0,6766.0,81192.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,7.0,-1.589444444444445,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,78.75,18.25,34.0,5.724930555555556,0.4542361111111104,2.615833333333333,1.25,-1.25,-3.0,5.75,3.25,6.0,7.0,3.0,5.0,5236.0,1530.0,6120.0,34.0,0.0,0.0,0,0,0,False,False
A-86cdb4,2024-09-22,2024Q4,2024-10-01,2024-12-31,10.0,121.0,8.39611111111111,6.0,10.0,2.0,0.0,3.0,S-684751,Basic,17.0,323.0,3876.0,monthly,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,91.0,4.8475,6.0,6.0,6.0,2.0,0.0,17.0,323.0,3876.0,75.5,45.5,,5.972361111111111,2.42375,,1.0,1.0,,3.0,3.0,,7.0,3.0,,161.5,161.5,,8.5,8.5,,0,1,0,False,False
A-86fc1d,2024-07-26,2024Q4,2024-10-01,2024-12-31,6.0,65.0,3.6572222222222224,2.0,6.0,1.0,0.0,,S-1a3627,Basic,26.0,0.0,0.0,monthly,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,1,41.0,1.0822222222222222,3.0,-2.0,3.0,0.0,0.0,-2.0,-5572.0,-66864.0,44.5,20.5,,3.1161111111111115,0.5411111111111109,,1.0,0.0,,3.0,-1.0,,4.5,1.5,,2786.0,-2786.0,,27.0,-1.0,,0,0,1,False,False
A-87aa7b,2024-05-16,2024Q4,2024-10-01,2024-12-31,9.0,93.0,8.101666666666667,9.0,9.0,1.0,0.0,,S-09076d,Pro,51.0,2499.0,29988.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,1,35.0,3.937777777777778,4.0,4.0,4.0,1.0,0.0,27.0,-2277.0,-27324.0,89.33333333333333,3.6666666666666714,,6.940648148148148,1.1610185185185182,,0.3333333333333333,0.6666666666666667,,5.333333333333333,3.666666666666667,,8.333333333333334,0.6666666666666661,,2817.0,-318.0,,33.0,18.0,,0,1,1,False,False
A-883b7d,2024-03-28,2024Q4,2024-10-01,2024-12-31,12.0,109.0,7.503055555555555,4.0,10.0,2.0,0.0,3.0,S-8bb388,Enterprise,50.0,9950.0,119400.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,52.0,1.211666666666666,7.0,-6.0,4.0,2.0,0.0,0.0,0.0,0.0,82.0,27.0,30.0,7.178541666666667,0.3245138888888883,-0.031666666666667176,1.0,1.0,1.0,5.75,-1.75,-1.0,7.75,2.25,3.0,6218.75,3731.25,9950.0,31.25,18.75,50.0,0,1,0,False,False
A-88c6ca,2024-10-25,2024Q4,2024-10-01,2024-12-31,6.0,58.0,5.410555555555556,2.0,6.0,0.0,0.0,,S-866608,Pro,23.0,1127.0,13524.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,58.0,0.0,,5.410555555555556,0.0,,0.0,0.0,,2.0,0.0,,6.0,0.0,,1127.0,0.0,,23.0,0.0,,0,0,0,False,False
A-89ee83,2024-10-04,2024Q4,2024-10-01,2024-12-31,9.0,93.0,6.911111111111111,10.0,7.0,1.0,1.0,4.0,S-bf304b,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,,,,,,,,,,,93.0,0.0,,6.911111111111111,0.0,,1.0,0.0,,10.0,0.0,,7.0,0.0,,3582.0,0.0,,18.0,0.0,,0,0,0,False,False
A-8adedc,2024-02-11,2024Q4,2024-10-01,2024-12-31,5.0,37.0,3.1375,5.0,5.0,0.0,0.0,,S-26deeb,Pro,68.0,3332.0,39984.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,-34.0,-2.178333333333333,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,76.75,-39.75,-94.0,5.3566666666666665,-2.2191666666666663,-4.126666666666667,0.25,-0.25,0.0,5.5,-0.5,-2.0,7.25,-2.25,-6.0,2452.75,879.25,546.0,42.25,25.75,54.0,1,0,0,False,False
A-8ae05d,2024-04-06,2024Q4,2024-10-01,2024-12-31,4.0,47.0,5.543055555555555,3.0,4.0,0.0,0.0,,S-b8c3e6,Enterprise,86.0,0.0,0.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,36.0,4.861666666666666,3.0,3.0,3.0,0.0,0.0,0.0,-1634.0,-19608.0,25.0,22.0,,2.647777777777778,2.8952777777777774,,0.0,0.0,,1.0,2.0,,2.0,2.0,,544.6666666666666,-544.6666666666666,,86.0,0.0,,0,0,1,False,False
A-8ae3fc,2024-06-28,2024Q4,2024-10-01,2024-12-31,6.0,53.0,4.3341666666666665,3.0,5.0,0.0,0.0,,S-f20079,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,2.0,1.8224999999999998,2.0,3.0,2.0,0.0,0.0,11.0,-61.0,-732.0,50.0,3.0,,4.249444444444444,0.08472222222222214,,0.3333333333333333,-0.3333333333333333,,3.6666666666666665,-0.6666666666666665,,4.333333333333333,0.666666666666667,,273.6666666666667,106.33333333333331,,9.666666666666666,10.333333333333334,,0,0,1,False,False
A-8b0451,2024-09-16,2024Q4,2024-10-01,2024-12-31,5.0,59.0,4.852222222222222,5.0,6.0,2.0,0.0,3.0,S-bf424e,Enterprise,41.0,8159.0,97908.0,annual,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-39.0,-1.2330555555555556,-4.0,-3.0,-2.0,2.0,0.0,0.0,7380.0,88560.0,78.5,-19.5,,5.46875,-0.6165277777777778,,1.0,1.0,,6.5,-1.5,,7.0,-1.0,,4469.0,3690.0,,41.0,0.0,,1,1,0,False,False
A-8b25f2,2024-02-17,2024Q4,2024-10-01,2024-12-31,7.0,76.0,7.851666666666667,0.0,6.0,0.0,0.0,,S-f5ce8e,Enterprise,13.0,2587.0,31044.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,4.0,2.7972222222222225,1.0,-2.0,0.0,0.0,0.0,3.0,2397.0,28764.0,79.0,-3.0,-40.0,5.842777777777778,2.0088888888888885,-0.06638888888888861,0.25,-0.25,-1.0,3.25,-3.25,-4.0,7.0,-1.0,-4.0,914.75,1672.25,2293.0,10.25,2.75,7.0,0,0,0,False,False
A-8bde0c,2024-11-04,2024Q4,2024-10-01,2024-12-31,7.0,59.0,6.428333333333334,7.0,7.0,1.0,0.0,,S-937207,Enterprise,12.0,2388.0,28656.0,monthly,,2.0,True,0.0,,,2.0,True,0.0,False,,,True,,1,,,,,,,,,,,59.0,0.0,,6.428333333333334,0.0,,1.0,0.0,,7.0,0.0,,7.0,0.0,,2388.0,0.0,,12.0,0.0,,0,0,0,False,False
A-8e47ca,2024-02-15,2024Q4,2024-10-01,2024-12-31,3.0,30.0,3.4877777777777776,0.0,3.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,,,1.0,True,0.0,False,,,False,,0,-54.0,-2.4736111111111114,-6.0,-3.0,-6.0,0.0,0.0,-19.0,-3781.0,-45372.0,55.75,-25.75,-31.0,4.975625,-1.4878472222222223,-3.051111111111111,0.25,-0.25,-1.0,3.0,-3.0,-8.0,5.75,-2.75,-5.0,2885.5,-2885.5,-3781.0,14.5,-14.5,-19.0,1,0,1,False,False
A-8ed5dd,2023-06-29,2024Q4,2024-10-01,2024-12-31,7.0,55.0,5.434444444444445,4.0,5.0,1.0,0.0,3.0,S-713c12,Basic,15.0,285.0,3420.0,monthly,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-2.0,1.6758333333333337,3.0,-2.0,0.0,1.0,0.0,-8.0,-152.0,-1824.0,67.25,-12.25,-8.0,5.467847222222222,-0.033402777777777004,0.7305555555555561,0.75,0.25,1.0,6.5,-2.5,1.0,6.5,-1.5,-2.0,453.0,-168.0,190.0,12.0,3.0,10.0,1,1,1,False,False
A-902ef7,2024-09-03,2024Q4,2024-10-01,2024-12-31,4.0,45.0,3.4491666666666667,4.0,4.0,0.0,0.0,,S-b6aabe,Basic,83.0,1577.0,18924.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-15.0,-3.600833333333333,-2.0,-6.0,-2.0,-1.0,0.0,0.0,-14940.0,-179280.0,52.5,-7.5,,5.249583333333334,-1.800416666666667,,0.5,-0.5,,7.0,-3.0,,5.0,-1.0,,9047.0,-7470.0,,83.0,0.0,,1,0,1,False,False
A-9077b0,2024-08-25,2024Q4,2024-10-01,2024-12-31,3.0,33.0,2.7994444444444446,0.0,3.0,0.0,0.0,,S-2cb298,Enterprise,2.0,398.0,4776.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,-61.0,-8.586388888888889,-4.0,-9.0,-5.0,-1.0,0.0,0.0,360.0,4320.0,63.5,-30.5,,7.09263888888889,-4.293194444444445,,0.5,-0.5,,4.5,-4.5,,5.5,-2.5,,218.0,180.0,,2.0,0.0,,1,0,0,False,False
A-90a8c8,2024-08-24,2024Q4,2024-10-01,2024-12-31,4.0,41.0,3.1030555555555557,3.0,3.0,0.0,0.0,,S-58a152,Enterprise,15.0,2985.0,35820.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-21.0,-2.483888888888889,-2.0,-3.0,-2.0,0.0,0.0,-13.0,-2587.0,-31044.0,51.5,-10.5,,4.345000000000001,-1.241944444444445,,0.0,0.0,,4.5,-1.5,,4.0,-1.0,,4278.5,-1293.5,,21.5,-6.5,,1,0,1,False,False
A-9123ac,2023-06-20,2024Q4,2024-10-01,2024-12-31,7.0,83.0,7.81,4.0,7.0,2.0,0.0,3.5,S-d34b17,Enterprise,18.0,3582.0,42984.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,74.0,7.3675,6.0,4.0,6.0,0.0,0.0,9.0,3141.0,37692.0,42.5,40.5,30.0,3.5635416666666666,4.246458333333333,4.000833333333333,1.0,1.0,2.0,2.5,1.5,3.0,4.0,3.0,2.0,3205.5,376.5,-4776.0,19.5,-1.5,-24.0,0,0,0,False,False
A-9174e0,2024-12-04,2024Q4,2024-10-01,2024-12-31,6.0,55.0,3.5425,8.0,6.0,1.0,0.0,5.0,S-92afb8,Enterprise,37.0,7363.0,88356.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,55.0,0.0,,3.5425,0.0,,1.0,0.0,,8.0,0.0,,6.0,0.0,,7363.0,0.0,,37.0,0.0,,0,0,0,False,False
A-91e948,2023-01-29,2024Q4,2024-10-01,2024-12-31,4.0,40.0,4.455,0.0,4.0,0.0,0.0,,S-683e1e,Enterprise,41.0,8159.0,97908.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,5.0,0.7586111111111111,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,44.5,-4.5,-1.0,3.4985416666666667,0.9564583333333334,2.578333333333333,0.0,0.0,0.0,2.0,-2.0,-3.0,3.75,0.25,1.0,4079.5,4079.5,8159.0,41.0,0.0,0.0,0,0,0,False,False
A-9208f0,2023-05-11,2024Q4,2024-10-01,2024-12-31,4.0,50.0,3.5347222222222223,4.0,4.0,1.0,0.0,3.0,S-e5fdf9,Basic,17.0,0.0,0.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-1.0,-0.4672222222222224,-2.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,88.0,-38.0,-43.0,7.633680555555556,-4.098958333333334,-4.0325,0.25,0.75,1.0,6.0,-2.0,-4.0,6.75,-2.75,-5.0,0.0,0.0,0.0,33.0,-16.0,-32.0,1,1,0,False,False
A-922109,2024-01-26,2024Q4,2024-10-01,2024-12-31,9.0,96.0,9.428333333333333,2.0,8.0,0.0,0.0,,S-2d494e,Basic,5.0,0.0,0.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-36.0,-6.044722222222223,-3.0,0.0,-2.0,0.0,0.0,-3.0,-392.0,-4704.0,116.5,-20.5,-3.0,11.20875,-1.7804166666666674,0.46972222222222193,0.25,-0.25,0.0,3.75,-1.75,-5.0,9.75,-1.75,0.0,600.25,-600.25,-1862.0,13.5,-8.5,-33.0,1,0,1,False,False
A-9289f6,2023-05-31,2024Q4,2024-10-01,2024-12-31,6.0,87.0,7.667222222222223,2.0,9.0,2.0,0.0,5.0,S-b81c82,Pro,25.0,1225.0,14700.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-5.0,-0.6897222222222217,-4.0,-5.0,-1.0,2.0,0.0,8.0,-2158.0,-25896.0,75.5,11.5,28.0,6.699513888888889,0.9677083333333334,1.3888888888888893,0.5,1.5,2.0,5.5,-3.5,-2.0,7.75,1.25,3.0,2041.5,-816.5,-765.0,21.0,4.0,15.0,0,1,1,False,False
A-92a333,2023-03-24,2024Q4,2024-10-01,2024-12-31,7.0,79.0,7.025555555555556,9.0,7.0,0.0,0.0,,S-f26ae0,Basic,9.0,171.0,2052.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,31.0,3.183888888888889,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,49.75,29.25,30.0,4.135972222222223,2.8895833333333334,3.3350000000000004,0.25,-0.25,0.0,6.0,3.0,4.0,5.0,2.0,1.0,981.0,-810.0,-1620.0,9.0,0.0,0.0,0,0,0,False,False
A-92a3af,2024-07-07,2024Q4,2024-10-01,2024-12-31,10.0,117.0,10.058055555555555,3.0,10.0,0.0,0.0,,S-9a065e,Pro,25.0,1225.0,14700.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,32.0,1.972777777777777,2.0,-11.0,2.0,0.0,0.0,-2.0,-4148.0,-49776.0,101.0,16.0,,9.071666666666665,0.9863888888888894,,0.0,0.0,,8.5,-5.5,,9.0,1.0,,3299.0,-2074.0,,26.0,-1.0,,0,0,1,False,False
A-940b8b,2024-03-19,2024Q4,2024-10-01,2024-12-31,1.0,11.0,1.3108333333333333,0.0,1.0,1.0,0.0,,S-b7cbc2,Enterprise,7.0,0.0,0.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,1,-48.0,-2.4652777777777777,-5.0,-9.0,-4.0,1.0,0.0,-3.0,0.0,0.0,48.75,-37.75,-60.0,4.671666666666667,-3.360833333333334,-7.317222222222222,0.25,0.75,1.0,4.0,-4.0,-4.0,3.75,-2.75,-3.0,49.75,-49.75,0.0,4.5,2.5,7.0,1,1,1,False,False
A-94c3cd,2023-09-20,2024Q4,2024-10-01,2024-12-31,3.0,32.0,2.601111111111111,2.0,3.0,0.0,0.0,,S-c43200,Enterprise,32.0,6368.0,76416.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-3.0,-1.1319444444444446,0.0,2.0,0.0,-1.0,0.0,-13.0,5513.0,66156.0,39.75,-7.75,-29.0,3.8993055555555554,-1.2981944444444444,-3.84,0.25,-0.25,0.0,1.75,0.25,-2.0,3.5,-0.5,-2.0,1805.75,4562.25,6368.0,35.25,-3.25,0.0,1,0,1,False,False
A-94d3da,2023-05-03,2024Q4,2024-10-01,2024-12-31,5.0,51.0,4.643055555555556,1.0,5.0,2.0,0.0,3.0,S-244df8,Basic,41.0,779.0,9348.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,19.0,2.292777777777778,2.0,1.0,2.0,1.0,0.0,0.0,-7380.0,-88560.0,49.25,1.75,-10.0,4.473333333333334,0.1697222222222221,0.5788888888888888,1.0,1.0,2.0,2.75,-1.75,-2.0,4.75,0.25,-1.0,2234.5,-1455.5,779.0,41.0,0.0,0.0,0,1,1,False,False
A-94f8c9,2024-03-29,2024Q4,2024-10-01,2024-12-31,10.0,91.0,6.570555555555556,13.0,11.0,0.0,0.0,,S-1eb467,Enterprise,13.0,2587.0,31044.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,40.0,4.017222222222223,3.0,7.0,5.0,-1.0,0.0,0.0,0.0,0.0,82.75,8.25,-8.0,6.245763888888889,0.32479166666666703,-3.0794444444444444,0.5,-0.5,-1.0,6.75,6.25,8.0,8.5,2.5,2.0,1645.0,942.0,2587.0,25.0,-12.0,13.0,0,0,0,False,False
A-956988,2024-11-30,2024Q4,2024-10-01,2024-12-31,7.0,74.0,5.535555555555556,8.0,7.0,1.0,0.0,3.0,S-f2ccdd,Enterprise,32.0,6368.0,76416.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,74.0,0.0,,5.535555555555556,0.0,,1.0,0.0,,8.0,0.0,,7.0,0.0,,6368.0,0.0,,32.0,0.0,,0,0,0,False,False
