account_id,signup_date,period,period_start,period_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_period_end,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_period,account_churn_event_in_period,account_churn_event_count_in_next_period,account_churn_event_in_next_period,subscription_ends_in_period,subscription_end_in_period,subscription_ends_in_next_period,subscription_end_in_next_period,active_sub_at_period_end,days_to_contract_end_asof_period_end,satisfaction_missing_flag,usage_count_mom_delta,usage_hours_mom_delta,active_days_mom_delta,errors_mom_delta,features_used_mom_delta,tickets_opened_mom_delta,escalations_mom_delta,seats_mom_delta,mrr_amount_mom_delta,arr_amount_mom_delta,usage_count_roll3_mean,usage_count_vs_roll3_mean,usage_count_roll3_change,usage_hours_roll3_mean,usage_hours_vs_roll3_mean,usage_hours_roll3_change,tickets_opened_roll3_mean,tickets_opened_vs_roll3_mean,tickets_opened_roll3_change,errors_roll3_mean,errors_vs_roll3_mean,errors_roll3_change,features_used_roll3_mean,features_used_vs_roll3_mean,features_used_roll3_change,mrr_amount_roll3_mean,mrr_amount_vs_roll3_mean,mrr_amount_roll3_change,seats_roll3_mean,seats_vs_roll3_mean,seats_roll3_change,usage_drop_flag,tickets_spike_flag,downsell_flag
A-7c6b6b,2024-11-30,2024-12,2024-12-01,2024-12-31,1.0,7.0,1.0227777777777778,1.0,1.0,0.0,0.0,,S-32ab86,Pro,23.0,1127.0,13524.0,monthly,,1.0,True,0.0,False,2.0,True,0.0,False,True,,0,7.0,1.0227777777777778,1.0,1.0,1.0,0.0,0.0,23.0,1127.0,13524.0,3.5,3.5,,0.5113888888888889,0.5113888888888889,,0.0,0.0,,0.5,0.5,,0.5,0.5,,563.5,563.5,,11.5,11.5,,0,0,0
A-7c83a1,2024-05-06,2024-12,2024-12-01,2024-12-31,5.0,51.0,3.1844444444444444,0.0,5.0,0.0,0.0,,S-3c0121,Pro,24.0,1176.0,14112.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,51.0,3.1844444444444444,5.0,0.0,5.0,0.0,0.0,12.0,948.0,11376.0,27.333333333333332,23.666666666666668,20.0,2.266018518518518,0.9184259259259262,-0.4291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.3333333333333335,2.0,664.0,512.0,588.0,16.0,8.0,12.0,0,0,0
A-7cfe77,2024-07-10,2024-12,2024-12-01,2024-12-31,1.0,7.0,0.42,0.0,1.0,0.0,0.0,,S-bd5207,Basic,69.0,1311.0,15732.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,7.0,0.42,1.0,0.0,1.0,0.0,0.0,0.0,-2070.0,-24840.0,5.666666666666667,1.333333333333333,-3.0,0.1798148148148148,0.2401851851851852,0.3005555555555555,0.3333333333333333,-0.3333333333333333,-1.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,2691.0,-1380.0,-2070.0,69.0,0.0,0.0,0,0,1
A-7d514c,2024-02-03,2024-12,2024-12-01,2024-12-31,1.0,7.0,0.5094444444444445,1.0,1.0,1.0,0.0,,S-8a46fe,Enterprise,17.0,3383.0,40596.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,-8.0,-0.7352777777777778,-1.0,0.0,-1.0,1.0,0.0,-4.0,2354.0,28248.0,17.0,-10.0,-22.0,1.339074074074074,-0.8296296296296296,-1.7536111111111108,0.3333333333333333,0.6666666666666667,1.0,1.6666666666666667,-0.6666666666666667,-2.0,2.0,-1.0,-2.0,1470.6666666666667,1912.3333333333333,3383.0,18.333333333333332,-1.3333333333333321,0.0,1,1,1
A-7da956,2024-06-02,2024-12,2024-12-01,2024-12-31,3.0,35.0,3.195,2.0,3.0,0.0,0.0,,S-808efb,Enterprise,15.0,2985.0,35820.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,12.0,0.9330555555555553,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,9.0,2.8619444444444446,0.3330555555555552,0.06611111111111079,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,2.6666666666666665,0.3333333333333335,0.0,1990.0,995.0,2985.0,14.333333333333334,0.6666666666666661,2.0,0,0,0
A-7dacce,2024-09-10,2024-12,2024-12-01,2024-12-31,1.0,6.0,0.64,0.0,1.0,0.0,0.0,,S-31d765,Pro,12.0,0.0,0.0,annual,,2.0,True,0.0,False,0.0,False,0.0,False,True,,0,-19.0,-1.475,-1.0,0.0,-1.0,0.0,0.0,-55.0,-13333.0,-159996.0,21.0,-15.0,-26.0,1.4480555555555554,-0.8080555555555554,-0.9491666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,-1.3333333333333335,-3.0,5306.666666666667,-5306.666666666667,-2587.0,30.666666666666668,-18.666666666666668,-1.0,1,0,1
A-7df7a7,2023-01-28,2024-12,2024-12-01,2024-12-31,2.0,24.0,3.3641666666666667,2.0,2.0,0.0,0.0,,S-8486d2,Enterprise,30.0,5970.0,71640.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-17.0,0.6819444444444445,-1.0,2.0,-2.0,0.0,0.0,23.0,5837.0,70044.0,49.0,-25.0,-58.0,3.8279629629629626,-0.4637962962962958,-2.0733333333333333,0.0,0.0,0.0,3.3333333333333335,-1.3333333333333335,-6.0,4.333333333333333,-2.333333333333333,-5.0,2498.6666666666665,3471.3333333333335,4577.0,14.666666666666666,15.333333333333334,23.0,1,0,0
A-7e0a10,2023-11-18,2024-12,2024-12-01,2024-12-31,2.0,16.0,1.4172222222222222,0.0,2.0,1.0,0.0,,S-f030d4,Enterprise,70.0,13930.0,167160.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,3.0,1.3016666666666665,1.0,0.0,1.0,1.0,0.0,24.0,13056.0,156672.0,26.666666666666668,-10.666666666666668,-35.0,1.8485185185185182,-0.43129629629629607,-2.595555555555556,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,-0.3333333333333333,-1.0,2.6666666666666665,-0.6666666666666665,-3.0,5226.0,8704.0,13056.0,54.0,16.0,24.0,0,1,0
A-7f29a7,2024-09-18,2024-12,2024-12-01,2024-12-31,1.0,11.0,0.35138888888888886,1.0,1.0,0.0,0.0,,S-fcbd92,Pro,41.0,2009.0,24108.0,monthly,,0.0,False,0.0,False,2.0,True,0.0,False,True,,0,2.0,0.17138888888888887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,-5.333333333333332,-18.0,0.8337962962962963,-0.4824074074074074,-1.618611111111111,0.0,0.0,0.0,1.3333333333333333,-0.33333333333333326,-2.0,1.6666666666666667,-0.6666666666666667,-2.0,2009.0,0.0,0.0,41.0,0.0,0.0,0,0,0
A-7f4db3,2023-03-05,2024-12,2024-12-01,2024-12-31,5.0,48.0,3.34,0.0,4.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,False,1.0,True,0.0,False,False,,0,-10.0,-0.2791666666666668,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,50.333333333333336,-2.3333333333333357,3.0,3.5650925925925923,-0.2250925925925924,-0.3961111111111113,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,-4.0,5.0,-1.0,-1.0,0.0,0.0,0.0,7.666666666666667,-7.666666666666667,-23.0,1,0,0
A-7f6b86,2023-08-24,2024-12,2024-12-01,2024-12-31,2.0,18.0,0.6683333333333333,0.0,2.0,1.0,0.0,4.0,S-5ddf8d,Basic,45.0,855.0,10260.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,18.0,0.6683333333333333,2.0,0.0,2.0,1.0,0.0,0.0,855.0,10260.0,11.0,7.0,3.0,0.5371296296296296,0.1312037037037037,-0.2747222222222222,0.6666666666666666,0.33333333333333337,0.0,1.0,-1.0,-3.0,1.3333333333333333,0.6666666666666667,0.0,285.0,570.0,855.0,45.0,0.0,0.0,0,1,0
A-7f8241,2023-03-14,2024-12,2024-12-01,2024-12-31,1.0,9.0,1.41,0.0,1.0,0.0,0.0,,S-b2cfac,Enterprise,34.0,6766.0,81192.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-16.0,-0.8911111111111112,-2.0,0.0,-2.0,0.0,0.0,0.0,6120.0,73440.0,39.333333333333336,-30.333333333333336,-75.0,4.392592592592592,-2.9825925925925922,-8.056666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,-7.0,2686.0,4080.0,6120.0,34.0,0.0,0.0,1,0,0
A-80eeb6,2023-05-09,2024-12,2024-12-01,2024-12-31,4.0,42.0,2.028888888888889,0.0,4.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,False,1.0,True,0.0,False,False,,0,19.0,-1.3241666666666667,1.0,0.0,2.0,0.0,0.0,-22.0,-418.0,-5016.0,45.0,-3.0,-28.0,3.767685185185185,-1.7387962962962962,-3.8922222222222222,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,-4.0,4.333333333333333,-0.33333333333333304,-3.0,498.6666666666667,-498.6666666666667,-1078.0,14.666666666666666,-14.666666666666666,-22.0,0,0,1
A-812c5b,2024-02-25,2024-12,2024-12-01,2024-12-31,2.0,25.0,0.4075,2.0,2.0,0.0,0.0,,S-542c37,Pro,55.0,2695.0,32340.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,2.0,-0.6944444444444444,0.0,2.0,0.0,0.0,0.0,0.0,1650.0,19800.0,24.0,1.0,1.0,1.257962962962963,-0.850462962962963,-1.8569444444444445,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,2.3333333333333335,-0.3333333333333335,-1.0,1595.0,1100.0,1650.0,55.0,0.0,0.0,0,0,0
A-8145a0,2023-04-25,2024-12,2024-12-01,2024-12-31,3.0,36.0,2.7075,1.0,3.0,0.0,0.0,,S-d7c21d,Basic,15.0,285.0,3420.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,31.0,2.0547222222222223,2.0,1.0,2.0,0.0,0.0,3.0,57.0,684.0,26.333333333333332,9.666666666666668,-2.0,1.6660185185185181,1.041481481481482,1.0697222222222222,0.3333333333333333,-0.3333333333333333,-1.0,0.3333333333333333,0.6666666666666667,1.0,2.3333333333333335,0.6666666666666665,0.0,247.0,38.0,57.0,13.0,2.0,3.0,0,0,0
A-81edc3,2023-10-30,2024-12,2024-12-01,2024-12-31,5.0,83.0,7.9366666666666665,3.0,6.0,0.0,0.0,,S-a3300f,Enterprise,5.0,995.0,11940.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,27.0,0.7636111111111106,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,53.666666666666664,29.333333333333336,61.0,5.576018518518519,2.3606481481481474,6.318333333333333,0.0,0.0,0.0,4.0,-1.0,0.0,4.0,2.0,4.0,3582.0,-2587.0,-7761.0,18.0,-13.0,-39.0,0,0,0
A-82861f,2024-04-25,2024-12,2024-12-01,2024-12-31,1.0,11.0,0.9533333333333334,0.0,1.0,1.0,0.0,3.0,S-c51ab8,Enterprise,41.0,8159.0,97908.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-8.0,-0.5044444444444445,-1.0,-4.0,-1.0,1.0,0.0,0.0,0.0,0.0,15.0,-4.0,-4.0,0.9732407407407407,-0.019907407407407374,0.44472222222222224,0.3333333333333333,0.6666666666666667,1.0,2.3333333333333335,-2.3333333333333335,-3.0,1.6666666666666667,-0.6666666666666667,-1.0,6109.0,2050.0,6150.0,41.0,0.0,0.0,1,1,0
A-82d8a6,2024-11-28,2024-12,2024-12-01,2024-12-31,1.0,12.0,1.3566666666666667,0.0,1.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,False,4.0,True,0.0,False,False,,0,-45.0,-6.524444444444445,-4.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,34.5,-22.5,,4.618888888888889,-3.2622222222222224,,1.0,-1.0,,0.0,0.0,,3.0,-2.0,,0.0,0.0,,0.0,0.0,,1,0,0
A-832ec2,2023-11-19,2024-12,2024-12-01,2024-12-31,1.0,9.0,0.625,0.0,1.0,0.0,0.0,,S-460deb,Enterprise,22.0,4378.0,52536.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-9.0,-0.3025,-1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,-19.666666666666668,-50.0,2.2062037037037037,-1.5812037037037037,-4.441111111111111,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.0,2.6666666666666665,-1.6666666666666665,-4.0,2918.6666666666665,1459.3333333333335,4378.0,16.666666666666668,5.333333333333332,16.0,1,0,0
A-84ebe4,2023-03-12,2024-12,2024-12-01,2024-12-31,4.0,40.0,2.91,2.0,4.0,2.0,0.0,4.0,S-6bb2c5,Enterprise,36.0,7164.0,85968.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,8.0,-0.6472222222222221,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,26.333333333333332,13.666666666666668,33.0,2.365740740740741,0.5442592592592592,2.2800000000000002,0.6666666666666666,1.3333333333333335,2.0,0.6666666666666666,1.3333333333333335,2.0,2.6666666666666665,1.3333333333333335,3.0,7761.0,-597.0,-1791.0,39.0,-3.0,-9.0,0,1,0
A-854864,2024-12-07,2024-12,2024-12-01,2024-12-31,2.0,17.0,0.3333333333333333,0.0,2.0,0.0,0.0,,S-676254,Pro,20.0,980.0,11760.0,annual,,1.0,True,0.0,False,1.0,True,0.0,False,True,,0,,,,,,,,,,,17.0,0.0,,0.3333333333333333,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,,980.0,0.0,,20.0,0.0,,0,0,0
A-855a48,2023-12-22,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-c1316c,Enterprise,60.0,11940.0,143280.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-12.0,-0.8433333333333334,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.2811111111111108,-0.2811111111111108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,11940.0,0.0,0.0,60.0,0.0,0.0,1,0,0
A-856b1e,2023-10-31,2024-12,2024-12-01,2024-12-31,1.0,9.0,0.1625,4.0,1.0,0.0,0.0,,S-7f5316,Basic,19.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-3.0,-0.15083333333333335,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,-7.666666666666668,-20.0,0.3514814814814815,-0.1889814814814815,-0.4161111111111111,0.0,0.0,0.0,1.3333333333333333,2.666666666666667,4.0,1.6666666666666667,-0.6666666666666667,-2.0,0.0,0.0,0.0,19.0,0.0,0.0,1,0,0
A-86902e,2023-05-02,2024-12,2024-12-01,2024-12-31,3.0,29.0,1.9666666666666666,6.0,3.0,0.0,0.0,,S-b83d8d,Enterprise,34.0,6766.0,81192.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,14.0,1.8805555555555555,1.0,5.0,1.0,0.0,0.0,0.0,6120.0,73440.0,32.333333333333336,-3.3333333333333357,-24.0,2.0597222222222222,-0.09305555555555567,-2.1597222222222223,0.0,0.0,0.0,3.0,3.0,4.0,3.6666666666666665,-0.6666666666666665,-3.0,4726.0,2040.0,0.0,34.0,0.0,0.0,0,0,0
A-86cdb4,2024-09-22,2024-12,2024-12-01,2024-12-31,2.0,23.0,1.5958333333333334,3.0,2.0,1.0,0.0,,S-684751,Basic,17.0,323.0,3876.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,1,-48.0,-2.442222222222222,-4.0,0.0,-5.0,0.0,0.0,-1.0,-559.0,-6708.0,40.333333333333336,-17.333333333333336,-4.0,2.7987037037037035,-1.20287037037037,-1.166388888888889,0.6666666666666666,0.33333333333333337,1.0,2.0,1.0,3.0,3.6666666666666665,-1.6666666666666665,0.0,450.6666666666667,-127.66666666666669,176.0,12.666666666666666,4.333333333333334,14.0,1,0,1
A-86fc1d,2024-07-26,2024-12,2024-12-01,2024-12-31,4.0,39.0,2.411388888888889,2.0,4.0,1.0,0.0,,S-1a3627,Basic,26.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,13.0,1.1655555555555555,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,21.666666666666668,17.333333333333332,39.0,1.219074074074074,1.1923148148148148,2.411388888888889,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,1.3333333333333335,2.0,2.0,2.0,4.0,164.66666666666666,-164.66666666666666,-494.0,26.0,0.0,0.0,0,1,0
A-87aa7b,2024-05-16,2024-12,2024-12-01,2024-12-31,3.0,27.0,3.343888888888889,2.0,3.0,1.0,0.0,,S-09076d,Pro,51.0,2499.0,29988.0,monthly,,1.0,True,0.0,False,0.0,False,0.0,False,True,,1,-9.0,0.16166666666666663,0.0,-3.0,-1.0,1.0,0.0,27.0,2043.0,24516.0,31.0,-4.0,-3.0,2.7005555555555554,0.6433333333333335,1.7683333333333333,0.3333333333333333,0.6666666666666667,1.0,3.0,-1.0,0.0,3.3333333333333335,-0.3333333333333335,0.0,2577.0,-78.0,-2277.0,33.0,18.0,27.0,1,1,0
A-883b7d,2024-03-28,2024-12,2024-12-01,2024-12-31,6.0,54.0,3.8916666666666666,2.0,5.0,1.0,0.0,3.0,S-8bb388,Enterprise,50.0,9950.0,119400.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,30.0,2.5955555555555554,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,36.333333333333336,17.666666666666664,23.0,2.501018518518519,1.3906481481481476,1.5763888888888888,0.6666666666666666,0.33333333333333337,0.0,1.3333333333333333,0.6666666666666667,1.0,3.6666666666666665,1.3333333333333335,2.0,9950.0,0.0,0.0,50.0,0.0,0.0,0,1,0
A-88c6ca,2024-10-25,2024-12,2024-12-01,2024-12-31,4.0,37.0,2.6083333333333334,2.0,4.0,0.0,0.0,,S-866608,Pro,23.0,1127.0,13524.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,24.0,0.5861111111111112,3.0,2.0,3.0,0.0,0.0,12.0,1127.0,13524.0,19.333333333333332,17.666666666666668,29.0,1.8035185185185185,0.8048148148148149,1.8283333333333334,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,2.0,2.0,3.0,375.6666666666667,751.3333333333333,1127.0,11.333333333333334,11.666666666666666,23.0,0,0,0
A-89ee83,2024-10-04,2024-12,2024-12-01,2024-12-31,3.0,24.0,2.1230555555555557,5.0,3.0,0.0,0.0,,S-bf304b,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,False,2.0,True,0.0,False,True,,0,-12.0,0.7397222222222224,0.0,1.0,1.0,0.0,0.0,16.0,3484.0,41808.0,31.0,-7.0,-9.0,2.303703703703704,-0.1806481481481481,-1.2816666666666667,0.3333333333333333,-0.3333333333333333,-1.0,3.3333333333333335,1.6666666666666665,4.0,2.6666666666666665,0.3333333333333335,0.0,1397.6666666666667,2184.333333333333,3069.0,15.666666666666666,2.333333333333334,-9.0,1,0,0
A-8adedc,2024-02-11,2024-12,2024-12-01,2024-12-31,4.0,30.0,2.266388888888889,5.0,4.0,0.0,0.0,,S-26deeb,Pro,68.0,3332.0,39984.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,23.0,1.3952777777777778,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,17.666666666666664,30.0,1.0458333333333334,1.2205555555555554,2.266388888888889,0.0,0.0,0.0,1.6666666666666667,3.333333333333333,5.0,1.6666666666666667,2.333333333333333,4.0,3332.0,0.0,0.0,68.0,0.0,0.0,0,0,0
A-8ae05d,2024-04-06,2024-12,2024-12-01,2024-12-31,2.0,25.0,2.131666666666667,2.0,2.0,0.0,0.0,,S-b8c3e6,Enterprise,86.0,0.0,0.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,16.0,0.7966666666666669,1.0,1.0,1.0,0.0,0.0,0.0,-17114.0,-205368.0,15.666666666666666,9.333333333333334,12.0,1.8476851851851854,0.2839814814814814,0.05527777777777798,0.0,0.0,0.0,1.0,1.0,2.0,1.3333333333333333,0.6666666666666667,1.0,6249.333333333333,-6249.333333333333,-1634.0,86.0,0.0,0.0,0,0,1
A-8ae3fc,2024-06-28,2024-12,2024-12-01,2024-12-31,3.0,22.0,1.7616666666666667,3.0,3.0,0.0,0.0,,S-f20079,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,2.0,0.29222222222222216,1.0,3.0,1.0,0.0,0.0,11.0,209.0,2508.0,17.666666666666668,4.333333333333332,11.0,1.4447222222222222,0.3169444444444445,0.6586111111111113,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,183.66666666666666,196.33333333333334,380.0,39.0,-19.0,-68.0,0,0,0
A-8b0451,2024-09-16,2024-12,2024-12-01,2024-12-31,3.0,20.0,1.856111111111111,1.0,3.0,2.0,0.0,3.0,S-bf424e,Enterprise,41.0,8159.0,97908.0,annual,,1.0,True,0.0,False,1.0,True,0.0,False,True,,0,-5.0,-0.6227777777777777,2.0,-3.0,1.0,2.0,0.0,0.0,0.0,0.0,19.666666666666668,0.33333333333333215,6.0,1.6174074074074074,0.23870370370370364,1.3388888888888888,0.6666666666666666,1.3333333333333335,2.0,1.6666666666666667,-0.6666666666666667,1.0,2.0,1.0,2.0,5699.0,2460.0,7380.0,41.0,0.0,0.0,0,1,0
A-8b25f2,2024-02-17,2024-12,2024-12-01,2024-12-31,2.0,22.0,2.6283333333333334,0.0,2.0,0.0,0.0,,S-f5ce8e,Enterprise,13.0,2587.0,31044.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-7.0,-0.5702777777777777,0.0,0.0,0.0,0.0,0.0,7.0,2587.0,31044.0,25.333333333333332,-3.333333333333332,-3.0,2.6172222222222223,0.011111111111111072,0.6036111111111113,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,-0.3333333333333335,-1.0,862.3333333333334,1724.6666666666665,2587.0,8.333333333333334,4.666666666666666,7.0,1,0,0
A-8bde0c,2024-11-04,2024-12,2024-12-01,2024-12-31,1.0,6.0,0.37666666666666665,2.0,1.0,0.0,0.0,,S-937207,Enterprise,12.0,2388.0,28656.0,monthly,,1.0,True,0.0,False,2.0,True,0.0,False,True,,0,-7.0,-1.3541666666666665,-1.0,-2.0,-1.0,-1.0,0.0,0.0,1800.0,21600.0,9.5,-3.5,,1.05375,-0.6770833333333333,,0.5,-0.5,,3.0,-1.0,,1.5,-0.5,,1488.0,900.0,,12.0,0.0,,1,0,0
A-8e47ca,2024-02-15,2024-12,2024-12-01,2024-12-31,1.0,4.0,0.03,0.0,1.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,False,1.0,True,0.0,False,False,,0,-22.0,-3.427777777777778,-1.0,0.0,-1.0,0.0,0.0,-25.0,-4975.0,-59700.0,10.0,-6.0,4.0,1.1625925925925926,-1.1325925925925926,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2918.6666666666665,-2918.6666666666665,-3781.0,14.666666666666666,-14.666666666666666,-19.0,1,0,1
A-8ed5dd,2023-06-29,2024-12,2024-12-01,2024-12-31,2.0,19.0,2.0725,1.0,2.0,1.0,0.0,3.0,S-713c12,Basic,15.0,285.0,3420.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-1.0,-0.2952777777777782,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,18.333333333333332,0.6666666666666679,3.0,1.8114814814814817,0.2610185185185181,1.0783333333333331,0.3333333333333333,0.6666666666666667,1.0,1.3333333333333333,-0.33333333333333326,-1.0,2.3333333333333335,-0.3333333333333335,0.0,335.6666666666667,-50.666666666666686,-152.0,17.666666666666668,-2.666666666666668,-8.0,0,1,0
A-902ef7,2024-09-03,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-b6aabe,Basic,83.0,1577.0,18924.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,18924.0,15.0,-15.0,-45.0,1.1497222222222223,-1.1497222222222223,-3.4491666666666667,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,-4.0,1.3333333333333333,-1.3333333333333333,-4.0,6031.333333333333,-4454.333333333333,-14940.0,83.0,0.0,0.0,0,0,0
A-9077b0,2024-08-25,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-2cb298,Enterprise,2.0,398.0,4776.0,annual,,0.0,False,0.0,False,2.0,True,0.0,False,True,,0,-27.0,-2.496111111111111,-2.0,0.0,-2.0,0.0,0.0,0.0,398.0,4776.0,11.0,-11.0,-6.0,0.9331481481481481,-0.9331481481481481,-0.30333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,145.33333333333334,252.66666666666666,360.0,2.0,0.0,0.0,1,0,0
A-90a8c8,2024-08-24,2024-12,2024-12-01,2024-12-31,2.0,17.0,0.7963888888888889,1.0,2.0,0.0,0.0,,S-58a152,Enterprise,15.0,2985.0,35820.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,5.0,-0.4736111111111111,1.0,-1.0,1.0,0.0,0.0,-8.0,1858.0,22296.0,13.666666666666666,3.333333333333334,5.0,1.034351851851852,-0.23796296296296304,-0.2402777777777777,0.0,0.0,0.0,1.0,0.0,1.0,1.3333333333333333,0.6666666666666667,1.0,1615.6666666666667,1369.3333333333333,2250.0,17.666666666666668,-2.666666666666668,0.0,0,0,1
A-9123ac,2023-06-20,2024-12,2024-12-01,2024-12-31,3.0,40.0,2.9988888888888887,0.0,3.0,0.0,0.0,,S-d34b17,Enterprise,18.0,3582.0,42984.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,27.0,1.1283333333333332,2.0,-2.0,2.0,-2.0,0.0,0.0,0.0,0.0,27.666666666666668,12.333333333333332,10.0,2.603333333333333,0.39555555555555566,0.058333333333333126,0.6666666666666666,-0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,-2.0,2.3333333333333335,0.6666666666666665,0.0,3582.0,0.0,0.0,18.0,0.0,0.0,0,0,0
A-9174e0,2024-12-04,2024-12,2024-12-01,2024-12-31,2.0,20.0,0.45472222222222225,1.0,2.0,0.0,0.0,,S-92afb8,Enterprise,37.0,7363.0,88356.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,,,,,,,,,,,20.0,0.0,,0.45472222222222225,0.0,,0.0,0.0,,1.0,0.0,,2.0,0.0,,7363.0,0.0,,37.0,0.0,,0,0,0
A-91e948,2023-01-29,2024-12,2024-12-01,2024-12-31,2.0,21.0,1.928611111111111,0.0,2.0,0.0,0.0,,S-683e1e,Enterprise,41.0,8159.0,97908.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,21.0,1.928611111111111,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,7.666666666666666,2.0,1.485,0.44361111111111096,-0.597777777777778,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666667,0.0,8159.0,0.0,0.0,41.0,0.0,0.0,0,0,0
